name,brand,category,price_inr,original_price_inr,discount_percent,rating,total_reviews,image_url,myntra_url,platform
French Connection Men Stainless Steel Straps Watch,French Connection,Watches,2015,6950,71,4,7,"https://assets.myntassets.com/f_auto,dpr_1.0,q_85,w_720,c_limit,fl_progressive/assets/images/30318105/2024/8/9/4ff472fe-8b20-45c9-b92a-248eb355ea9a1723177040365-French-Connection-Men-Embellished-Dial--Stainless-Steel-Brac-7.jpg",https://www.myntra.com/watches/french+connection/french-connection-men-embellished-dial--stainless-steel-bracelet-style-straps-analogue-watch-fcn091ysm/30318105/buy,myntra
Timex Men Analogue Watch,Timex,Watches,2139,4195,49,4.5,2700,"https://assets.myntassets.com/f_auto,dpr_1.0,q_85,w_720,c_limit,fl_progressive/assets/images/26207570/2025/7/9/43bfd9ed-8f7c-45cc-a896-6f017d34f4a81752040409877-Timex-Men-Brass-Dial--Stainless-Steel-Bracelet-Style-Straps--18.jpg",https://www.myntra.com/watches/timex/timex-men-brass-dial--stainless-steel-bracelet-style-straps-analogue-watch--tweg185smu10/26207570/buy,myntra
BLACK LOVIES 5 Pcs Silicon Watch Straps,BLACK LOVIES,Watches,862,2999,71,0,0,"https://assets.myntassets.com/f_auto,dpr_1.0,q_85,w_720,c_limit,fl_progressive/assets/images/2026/MAY/13/robfnA2q_c95ec7527fd643aa82dfb7cd287e66a1.jpg",https://www.myntra.com/watch-straps/black+lovies/black-lovies-set-of-5-watches-silicon-watch-straps/42118259/buy,myntra
sekyo Waterproof Smart Watches,sekyo,Watches,2393,3999,40,3.8,5,"https://assets.myntassets.com/f_auto,dpr_1.0,q_85,w_720,c_limit,fl_progressive/assets/images/2026/JANUARY/23/d48nuzsk_e2d8fd92cd0d40cf99bf16fd6361c8d9.jpg",https://www.myntra.com/smart-watches/sekyo/sekyo-waterproof-smart-watches/39593868/buy,myntra
Moda Rapido Kashmiri women watch,Moda Rapido,Watches,594,1999,70,0,0,"https://assets.myntassets.com/f_auto,dpr_1.0,q_85,w_720,c_limit,fl_progressive/assets/images/2026/MAY/11/IzlX9Yum_50edfa08e9904031a3ea53ed975e7a64.jpg",https://www.myntra.com/watches/moda+rapido/moda-rapido-women-dial--bracelet-style-straps-analogue-watch-moda-kashmiri-watch-beena-chain/42060389/buy,myntra
"CMF by Nothing Watch pro 2 with 1.32"" AMOLED",CMF by Nothing,Watches,4999,5999,1000,4.5,4200,"https://assets.myntassets.com/f_auto,dpr_1.0,q_85,w_720,c_limit,fl_progressive/assets/images/30141373/2024/7/9/8b220f56-0313-47ab-9c7a-5aff8b22769c1720504675649-Watch-Pro-2-3131720504675576-1.jpg",https://www.myntra.com/smart-watches/cmf+by+nothing/cmf-by-nothing-watch-pro-2-132-amoled-auto-brightness-gesture-control-3d-guide-gps/30141373/buy,myntra
Timex Women Multi Function Watch,Timex,Watches,1797,3595,50,4.6,1700,"https://assets.myntassets.com/f_auto,dpr_1.0,q_85,w_720,c_limit,fl_progressive/assets/images/22744344/2025/7/9/1dd7e41a-398c-4a91-9ad0-61c669faa83a1752040265859-Timex-Women-Bracelet-Style-Straps-Analogue-Multi-Function-Wa-18.jpg",https://www.myntra.com/watches/timex/timex-women-bracelet-style-straps-analogue-multi-function-watch-twhl35smu01/22744344/buy,myntra
"CMF by Nothing Watch pro 2 with 1.32"" AMOLED",CMF by Nothing,Watches,4999,5999,1000,4.5,4200,"https://assets.myntassets.com/f_auto,dpr_1.0,q_85,w_720,c_limit,fl_progressive/assets/images/30141372/2024/7/9/34fcc3f0-09a1-4baa-ab03-c1d129d9971c1720504664161-Watch-Pro-2-2861720504664108-1.jpg",https://www.myntra.com/smart-watches/cmf+by+nothing/cmf-by-nothing-watch-pro-2-132-amoled-auto-brightness-gesture-control-3d-guide-gps/30141372/buy,myntra
boAt Storm Infinity Smart Watches,boAt,Watches,1599,5999,4400,4.3,492,"https://assets.myntassets.com/f_auto,dpr_1.0,q_85,w_720,c_limit,fl_progressive/assets/images/2025/SEPTEMBER/9/GagwuGxy_9a7a0ea7a612420e89ec6511ddb4fd8b.jpg",https://www.myntra.com/smart-watches/boat/boat-storm-infinity-smartwatch-with-550mah-15-days-battery-183465cm-hd-display-bt-calling/36808253/buy,myntra
Timex Men Chronograph Watch,Timex,Watches,2527,5495,54,4.6,291,"https://assets.myntassets.com/f_auto,dpr_1.0,q_85,w_720,c_limit,fl_progressive/assets/images/30990832/2025/7/9/dc024623-abe8-4dd1-83d9-149d25355fb61752042522855-Timex-Men-Bracelet-Style-Straps-Analogue-Chronograph-Watch---18.jpg",https://www.myntra.com/watches/timex/timex-men-bracelet-style-straps-analogue-chronograph-watch---tweg185smu08/30990832/buy,myntra
LAKSH women Kashmiri Watch,LAKSH,Watches,594,1995,70,0,0,,https://www.myntra.com/watches/laksh/laksh-unisex-embellished-dial--bracelet-style-straps-analogue-watches-kamal-watch-redw1/41859020/buy,myntra
Fastrack Styler FS2 Pro Smart Watches,Fastrack,Watches,3299,3999,18,4.4,167,,https://www.myntra.com/smart-watches/fastrack/fastrack-styler-fs2-pro-196-super-amoled-display-1000-nits-bt-calling-ip68-smart-watches/30780814/buy,myntra
Timex Women Multi-functional Watch,Timex,Watches,3371,4495,25,4.6,1500,,https://www.myntra.com/watches/timex/timex-round-21mm-silver-dial-analog-women-watch---twel13106/13436520/buy,myntra
"Titan Crest 1.43"" AMOLED Smartwatch",Titan,Watches,4499,4999,10,4.3,133,,https://www.myntra.com/smart-watches/titan/crest-143-amoled-aod-working-crown-bt--sos-calling-health-suite-ip68-smart-watch/30687833/buy,myntra
CMF by Nothing Watch Pro with 1.96 AMOLED,CMF by Nothing,Watches,4499,5999,1500,4.3,4000,,https://www.myntra.com/smart-watches/cmf+by+nothing/cmf-by-nothing-watch-pro-196-amoled-bt-calling-ai-noise-reduction-gps-smartwatch/25208120/buy,myntra
Timex Women Analogue Watch,Timex,Watches,1767,2295,23,4.6,1900,,https://www.myntra.com/watches/timex/timex-round-21mm-purple-dial-analog-women-watch---twel11415/13436450/buy,myntra
CMF by Nothing Watch Pro with 1.96 AMOLED,CMF by Nothing,Watches,4499,5999,1500,4.3,4000,,https://www.myntra.com/smart-watches/cmf+by+nothing/cmf-by-nothing-watch-pro-196-amoled-bt-calling-ai-noise-reduction-gps-smartwatch/26952190/buy,myntra
Daniel Hechter Paris watch,Daniel Hechter,Watches,2099,4950,58,4.6,25,,https://www.myntra.com/watches/daniel+hechter/daniel-hechter-men-dial--straps-analogue-date-aperture-watch-dhm1003-10/39442787/buy,myntra
MULTIWA Women Watch,MULTIWA,Watches,1289,2578,50,0,0,,https://www.myntra.com/watches/multiwa/multiwa-women-embellished-dial--bracelet-style-straps-analogue-watches-bracelet-snake-watch/42168305/buy,myntra
Timex Women Analogue Watch,Timex,Watches,1505,2895,48,4.6,3100,,https://www.myntra.com/watches/timex/timex-women-bracelet-style-straps-analogue-watch-twel99smu09/22744346/buy,myntra
GOBOULT Mustang Muscle Smart Watch,GOBOULT,Watches,2999,9999,7000,3.8,17,,https://www.myntra.com/smart-watches/goboult/goboult-mustang-muscle-201-3d-display-with-600nits-ip68--convertible-strap-smart-watch/40430961/buy,myntra
French Connection Women Stainless Steel Watch,French Connection,Watches,2227,6750,67,4.3,55,,https://www.myntra.com/watches/french+connection/french-connection-women-embellished-dial--stainless-steel-analogue-watch-fcn0118usm/31581921/buy,myntra
boAt Storm Infinity Smart Watches,boAt,Watches,1599,5999,4400,4.3,500,,https://www.myntra.com/smart-watches/boat/boat-storm-infinity-smartwatch-with-550mah-15-days-battery-183465cm-hd-display-bt-calling/36808250/buy,myntra
"Fastrack Styler R1 1.38"" Smartwatch",Fastrack,Watches,1799,3999,2200,4.5,53,,https://www.myntra.com/smart-watches/fastrack/styler-r1-138-ultravu-display-bt-calling-functional-crown-sos-ip68-smart-watch/30780741/buy,myntra
Timex Men Analogue Watch,Timex,Watches,1374,2695,49,4.5,1800,,https://www.myntra.com/watches/timex/timex-men-brass-dial--stainless-steel-bracelet-style-straps-analogue-watch--twntg09smu11/26207586/buy,myntra
"Realme Watch 5 1.97"" Smartwatch",Realme,Watches,4499,7999,3500,3.8,10,,https://www.myntra.com/smart-watches/realme/realme-watch-5-197-amoled-display-upto-ip68-smartwatch/39405903/buy,myntra
boAt Storm Infinity Smart Watches,boAt,Watches,1599,5999,4400,4.3,501,,https://www.myntra.com/smart-watches/boat/boat-storm-infinity-smartwatch-with-550mah-15-days-battery-183465cm-hd-display-bt-calling/36808254/buy,myntra
Timex Men Analogue Watch,Timex,Watches,2021,2695,25,4.3,996,,https://www.myntra.com/watches/timex/timex-round-21mm-blue-dial-analog-men-watch---tw0tg6501/13436558/buy,myntra
BLACK LOVIES 7 Pcs Silicon Watch Straps,BLACK LOVIES,Watches,315,2999,89,0,0,,https://www.myntra.com/watch-straps/black+lovies/black-lovies-set-of-7-watches-silicon-foldover-watch-straps/42118203/buy,myntra
boAt Chrome Horizon Smart Watches,boAt,Watches,3599,9499,5900,4.3,116,,https://www.myntra.com/smart-watches/boat/boat-chrome-horizon-smartwatch-video-watch-faces-151-amoled-display-advanced-bt-calling/36808249/buy,myntra
TEAL BY CHUMBAK Women Brass Dial & Leather Straps Watch,TEAL BY CHUMBAK,Watches,1399,2795,50,4.7,124,,https://www.myntra.com/watches/teal+by+chumbak/teal-by-chumbak-women-brass-printed-dial--leather-bracelet-style-straps-analogue-watch-8907605119088/19946652/buy,myntra
NOISE NoiseFit Halo Smart Watch,NOISE,Watches,2999,3999,1000,3.7,123,,https://www.myntra.com/smart-watches/noise/noise-noisefit-halo-143-amoled-display-smart-watch/36537084/buy,myntra
GIORDANO Men Analogue Watch,GIORDANO,Watches,2499,9990,75,4.5,11,,https://www.myntra.com/watches/giordano/giordano-men-dial--stainless-steel-bracelet-style-straps-analogue-watch-gz-50117-44/34843757/buy,myntra
boAt Storm Infinity Max Smart Watch,boAt,Watches,1599,5999,4400,4.3,498,,https://www.myntra.com/smart-watches/boat/boat-storm-infinity-smartwatch-with-550mah-15-days-battery-183465cm-hd-display-bt-calling/36808260/buy,myntra
Brostin Unisex Kids Chronograph Watch,Brostin,Watches,424,1699,75,4.7,6,,https://www.myntra.com/watches/brostin/brostin-unisex-kids-dial--straps-digital-chronograph-watches-black-g-shock-smart-watch/40578784/buy,myntra
Daniel Hechter Round Dial Analogue Watch,Daniel Hechter,Watches,2399,4450,46,4.5,64,,https://www.myntra.com/watches/daniel+hechter/daniel-hechter-paris-monceau-collection-analoge-watch-for-men-with-textured-octagone-dial/33624001/buy,myntra
boAt Storm Infinity Smart Watches,boAt,Watches,1599,5999,4400,4.3,497,,https://www.myntra.com/smart-watches/boat/boat-storm-infinity-smartwatch-with-550mah-15-days-battery-183465cm-hd-display-bt-calling/36808257/buy,myntra
MULTIWA Serpent Design Wristwatch,MULTIWA,Watches,1199,2398,50,0,0,,https://www.myntra.com/watches/multiwa/multiwa-women-brass-dial--leather-wrap-around-straps-analogue-watches-leather-strap-snake-watch/42231871/buy,myntra
Timex Men Multi Function Watch,Timex,Watches,3371,4495,25,4.5,223,,https://www.myntra.com/watches/timex/timex-multifunction-moon-phase--dial-men-watch---tweg19609/32143306/buy,myntra
HAMMER Unisex BT Calling Smart Watch,HAMMER,Watches,2098,8999,77,3.9,21,,https://www.myntra.com/smart-watches/hammer/hammer-unisex-robust-196-amoled-biggest-display-bluetooth-calling-smart-watch/25673064/buy,myntra
HAMMER Active 2.0 Plus Smart Watch,HAMMER,Watches,2337,5999,61,4,53,,https://www.myntra.com/smart-watches/hammer/hammer-active-20-plus-201-hd-display-bluetooth-calling-gesture-control-smart-watch/27245134/buy,myntra
Timex Men Analogue Watch,Timex,Watches,2643,5395,51,4.5,592,,https://www.myntra.com/watches/timex/timex-men-multifunction-bracelet-style-straps-analogue-watch-twtg104smu04/29175696/buy,myntra
nervfit Vibe Smart Watch,nervfit,Watches,1599,7999,80,4,173,,https://www.myntra.com/smart-watches/nervfit/nervfit-vibe-water-resistant-smart-watch/32649083/buy,myntra
Fastrack VOX CirQ IP68 Smart Watch,Fastrack,Watches,2699,3999,1300,3.9,49,,https://www.myntra.com/smart-watches/fastrack/fastrack-vox-cirq-138-tft-display-offline-voice-commandto-do-list-ip68-smart-watch/36766659/buy,myntra
GIORDANO Analog Watch With Bracelet,GIORDANO,Watches,3999,8450,53,3.9,58,,https://www.myntra.com/watch-gift-set/giordano/giordano-women-rose-gold-diamond-shaped-analog-watch-with-bracelet/37137746/buy,myntra
RORCE Women Sunglasses,RORCE,Accessories,799,3999,80,0,0,"https://assets.myntassets.com/f_auto,dpr_1.0,q_85,w_720,c_limit,fl_progressive/assets/images/2026/MAY/9/zzFqME38_87e233fbfa714b2fbdce98281bd8cada.jpg",https://www.myntra.com/sunglasses/rorce/rorce-women-black-lens--gold-toned-oval-sunglasses-with/42007752/buy,myntra
HASHTAG EYEWEAR Unisex Sports Sunglasses with UV Protected Lens,HASHTAG EYEWEAR,Accessories,1199,2499,52,4.2,26,"https://assets.myntassets.com/f_auto,dpr_1.0,q_85,w_720,c_limit,fl_progressive/assets/images/2026/MARCH/14/uzX2Ax48_01824aef2aed490ea0d30308c8e366dc.jpg",https://www.myntra.com/sunglasses/hashtag+eyewear/hashtag-eyewear-unisex-green-lens--white-sports-sunglasses-with/37900082/buy,myntra
WROGN Unisex Square Sunglasses,WROGN,Accessories,589,1999,71,4.2,560,"https://assets.myntassets.com/f_auto,dpr_1.0,q_85,w_720,c_limit,fl_progressive/assets/images/25000656/2023/9/16/65cf716b-4f8b-45f2-a881-5c08e101a4e11694852644684WROGNUnisexBlueLensGold-TonedSquareSunglasseswithUVProtected1.jpg",https://www.myntra.com/sunglasses/wrogn/wrogn-unisex-square-sunglasses-with-uv-protected-lens-5227-gold-blue-pink-wrn/25000656/buy,myntra
Voyage Oval Sunglass UV Protection,Voyage,Accessories,699,1800,61,4.4,6500,"https://assets.myntassets.com/f_auto,dpr_1.0,q_85,w_720,c_limit,fl_progressive/assets/images/14582818/2024/6/8/ddf8646d-b33b-4cfc-8c47-b00d7a002a221717819948985-Voyage-Unisex-Black-Lens-Oval-Sunglasses-with-UV-Protected-L-1.jpg",https://www.myntra.com/sunglasses/voyage/voyage-unisex-black-lens-oval-sunglasses-with-uv-protected-lens-2038mg3051c/14582818/buy,myntra
Vincent Chase Unisex Wayfarer Sunglasses,Vincent Chase,Accessories,949,1999,1050,4.5,704,"https://assets.myntassets.com/f_auto,dpr_1.0,q_85,w_720,c_limit,fl_progressive/assets/images/2025/DECEMBER/26/fjW4Fltf_b2cb277752024ed1a7c053e7c3098902.jpg",https://www.myntra.com/sunglasses/vincent+chase/vincent-chase-by-lenskart-unisex-grey-lens--black-sunglasses-with-polarised-and-uv-protected-lens/19061996/buy,myntra
Voyage Women Cateye Sunglasses,Voyage,Accessories,666,1800,63,4.5,5300,"https://assets.myntassets.com/f_auto,dpr_1.0,q_85,w_720,c_limit,fl_progressive/assets/images/11392288/2024/3/22/7db347f9-bece-4458-9f5b-fa8f56cfc2ce1711099478962-Voyage-Women-UV-Protected-Cateye-Sunglasses-B6101MG3176-7881-1.jpg",https://www.myntra.com/sunglasses/voyage/voyage-women-uv-protected-cateye-sunglasses-b6101mg3176/11392288/buy,myntra
LEGEND EYEWEAR Unisex Wayfarer Sunglasses,LEGEND EYEWEAR,Accessories,383,1999,81,4.3,383,"https://assets.myntassets.com/f_auto,dpr_1.0,q_85,w_720,c_limit,fl_progressive/assets/images/2026/MAY/12/buJUfWHh_bb5c1ac3f7be4638aa1d0bb43f3d980b.jpg",https://www.myntra.com/sunglasses/legend+eyewear/legend-eyewear-unisex-wayfarer-sunglasses-with-uv-protected-lens--voyage-/37384103/buy,myntra
Voyage Unisex Oval Sunglasses,Voyage,Accessories,960,3000,68,4.4,1700,"https://assets.myntassets.com/f_auto,dpr_1.0,q_85,w_720,c_limit,fl_progressive/assets/images/26883092/2025/6/20/6bd13dd7-1781-416c-bb9e-5923a629bc6e1750407058947-Voyage-Unisex-Oval-Sunglasses-with-UV-Protected-Lens-B80580M-1.jpg",https://www.myntra.com/sunglasses/voyage/voyage-unisex-oval-sunglasses-with-uv-protected-lens-b80580mg5182/26883092/buy,myntra
Woggles Unisex Rectangle Sunglasses,Woggles,Accessories,475,1312,64,4,456,"https://assets.myntassets.com/f_auto,dpr_1.0,q_85,w_720,c_limit,fl_progressive/assets/images/29650048/2025/7/31/58f6d3aa-d116-43ee-9f4c-2bdc6343c1e51753956169253-Woggles-Unisex-Rectangle-Sunglasses-with-Polarised-Lens-3971-1.jpg",https://www.myntra.com/sunglasses/woggles/woggles-unisex-rectangle-sunglasses-with-polarised-lens/29650048/buy,myntra
HAYDEN haiza Oval Sunglasses,HAYDEN haiza,Accessories,349,599,42,4.5,841,"https://assets.myntassets.com/f_auto,dpr_1.0,q_85,w_720,c_limit,fl_progressive/assets/images/2025/AUGUST/15/YZwZLVUE_731ce6410c584fbe9776c87e8df3137f.jpg",https://www.myntra.com/sunglasses/hayden+haiza/hayden-haiza-oval-sunglasses-with-uv-protected-lens/32718236/buy,myntra
Voyage Women Rectangle Sunglasses with UV Protected Lens,Voyage,Accessories,810,1800,55,4.4,2600,"https://assets.myntassets.com/f_auto,dpr_1.0,q_85,w_720,c_limit,fl_progressive/assets/images/14582858/2023/7/26/003a95a2-5b66-4872-839f-b9db8d0d17b31690350009740-Voyage-Women-Black-Lens-Rectangle-Sunglasses-with-UV-Protect-1.jpg",https://www.myntra.com/sunglasses/voyage/voyage-women-black-lens-rectangle-sunglasses-with-uv-protected-lens-b80389mg3456c-/14582858/buy,myntra
Stood Men Square Sunglasses with UV Protected Lens,Stood,Accessories,599,2999,80,0,0,,https://www.myntra.com/sunglasses/stood/stood-men-black-lens--black-square-sunglasses-with/41590075/buy,myntra
HAMILTANO WINSTON Women Sunglasses,HAMILTANO WINSTON,Accessories,844,1299,35,3.8,5,,https://www.myntra.com/sunglasses/hamiltano+winston/hamiltano-winston-women-black-lens--black-rectangle-sunglasses-with/38764308/buy,myntra
SPADEACES UV Protected Aviator Sunglass,SPADEACES,Accessories,479,999,52,4,193,,https://www.myntra.com/sunglasses/spadeaces/spadeaces-men-aviator-sunglasses-with-uv-protected-lens-silver-blue-rockk-squareeg/36285728/buy,myntra
HRX by Hrithik Roshan Unisex Square Sunglasses,HRX by Hrithik Roshan,Accessories,795,2650,70,0,0,,https://www.myntra.com/sunglasses/hrx+by+hrithik+roshan/hrx-by-hrithik-roshan-unisex-uv-protected-lens-square-sunglasses/41532894/buy,myntra
Voyage Women Wayfarer Sunglasses,Voyage,Accessories,666,1800,63,4.5,1600,,https://www.myntra.com/sunglasses/voyage/voyage-women-wayfarer-sunglasses-a3046mg3181/11392298/buy,myntra
IFLASH Unisex Sunglasses,IFLASH,Accessories,345,1999,83,3.9,106,,https://www.myntra.com/sunglasses/iflash/iflash-unisex-black-lens--steel-toned-rectangle-sunglasses-with/38657103/buy,myntra
Voyage Unisex Square Sunglasses,Voyage,Accessories,699,1800,61,4.3,8700,,https://www.myntra.com/sunglasses/voyage/voyage-unisex-square-sunglasses-58157mg2970/10748540/buy,myntra
HAYDEN haiza Women Trendy Sunglasses,HAYDEN haiza,Accessories,379,2499,85,4.4,19,,https://www.myntra.com/sunglasses/hayden+haiza/hayden-haiza-women-brown-lens--brown-oversized-sunglasses-/41807629/buy,myntra
HAYDEN haiza Sunglasses UV Protected Lens,HAYDEN haiza,Accessories,349,599,42,4.5,670,,https://www.myntra.com/sunglasses/hayden+haiza/hayden-haiza-sunglasses-with-uv-protected-lens/33505886/buy,myntra
Carlton London Girls Aviator Sunglasses with UV Protected Lens,Carlton London,Accessories,941,1345,30,4,50,,https://www.myntra.com/sunglasses/carlton+london/carlton-london-girls-black-lens--silver-toned-aviator-sunglasses-with-uv-protected-lens/19164576/buy,myntra
MANGO Women Rectangle Sunglasses,MANGO,Accessories,941,2090,55,4.4,18,,https://www.myntra.com/sunglasses/mango/mango-women-rectangle-sunglasses-17022541-26/35411318/buy,myntra
HRX by Hrithik Roshan Men Sunglasses,HRX by Hrithik Roshan,Accessories,794,2897,73,0,0,,https://www.myntra.com/sunglasses/hrx+by+hrithik+roshan/hrx-by-hrithik-roshan-men-black-lens--gunmetal-toned-aviator-sunglasses-with/39839268/buy,myntra
Voyage Women Protected Sunglasses,Voyage,Accessories,690,3000,77,4.4,251,,https://www.myntra.com/sunglasses/voyage/voyage-women-grey-lens--gunmetal-toned-square-sunglasses-with-uv-protected-lens/24054980/buy,myntra
DressBerry X fwd Women Round Sunglasses,DressBerry X fwd,Accessories,499,1999,75,4.3,2900,,https://www.myntra.com/sunglasses/dressberry+x+fwd/dressberry-x-fwd-women-round-sunglasses-with-uv-protected-lens/32465491/buy,myntra
Carlton London Women Rectangle Sunglasses with UV Protected Lens,Carlton London,Accessories,1215,2895,58,4.6,153,,https://www.myntra.com/sunglasses/carlton+london/carlton-london-women-rectangle-sunglasses-with-uv-protected-lens/29351876/buy,myntra
Vincent Chase Unisex Other Sunglasses,Vincent Chase,Accessories,899,1999,1100,4.4,805,,https://www.myntra.com/sunglasses/vincent+chase/vincent-chase-by-lenskart-unisex-lens--other-sunglasses-with-uv-protected-lens/26756734/buy,myntra
HAYDEN haiza Men Rectangle Sunglasses,HAYDEN haiza,Accessories,320,1999,84,4.4,113,,https://www.myntra.com/sunglasses/hayden+haiza/hayden-haiza-men-rectangle-sunglasses-with-polarised-lens-sunglasses-wood-cherry/36077440/buy,myntra
StyleCast x Revolte Men Cateye Sunglasses,StyleCast x Revolte,Accessories,742,1649,55,0,0,,https://www.myntra.com/sunglasses/stylecast+x+revolte/stylecast-x-revolte-men-cateye-sunglasses-with-polarised-and-uv-protected-lens-m113s24103a/34570790/buy,myntra
HAUTE SAUCE Women Sunglasses,HAUTE SAUCE,Accessories,699,1399,50,0,0,,https://www.myntra.com/sunglasses/haute+sauce/haute-sauce-women-purple-lens--gold-toned-rectangle-sunglasses-with/41922857/buy,myntra
Jiebo Men Square Sunglasses,Jiebo,Accessories,320,799,60,3.2,24,,https://www.myntra.com/sunglasses/jiebo/jiebo-men-purple-lens--black-square-sunglasses-with/36666721/buy,myntra
HASHTAG EYEWEAR Women Oversized Sunglasses,HASHTAG EYEWEAR,Accessories,615,2999,79,4.6,2000,,https://www.myntra.com/sunglasses/hashtag+eyewear/hashtag-eyewear-women-hexagonal-oversized-sunglasses-with-uv-protected-lens-g-15062-brown/27997606/buy,myntra
SPADEACES Unisex Wayfarer Sunglasses with UV Protected Lens,SPADEACES,Accessories,360,1199,70,4.1,42,,https://www.myntra.com/sunglasses/spadeaces/spadeaces-unisex-black-lens--black-wayfarer-sunglasses-with/37675775/buy,myntra
Voyage Women Square Sunglasses,Voyage,Accessories,750,3000,75,4.5,1900,,https://www.myntra.com/sunglasses/voyage/voyage-women-square-sunglasses-with-uv-protected-lens-8926wmg2778/25286588/buy,myntra
Voyage Unisex Round Sunglasses with UV Protected Lens,Voyage,Accessories,715,3000,76,4.4,6400,,https://www.myntra.com/sunglasses/voyage/voyage-unisex-black-lens--silver-toned-round-sunglasses-with-uv-protected-lens-1915mg3622/16905012/buy,myntra
HRX by Hrithik Roshan Unisex Square Sunglasses,HRX by Hrithik Roshan,Accessories,821,2650,69,0,0,,https://www.myntra.com/sunglasses/hrx+by+hrithik+roshan/hrx-by-hrithik-roshan-unisex-black-lens--black-square-sunglasses-with-uv-protected-lens/41532895/buy,myntra
Carlton London Oversized Sunglasses,Carlton London,Accessories,1425,3395,58,4.6,50,,https://www.myntra.com/sunglasses/carlton+london/carlton-london-women-premium-oversized-sunglasses-with-uv-protected-lens-clsw318/27484774/buy,myntra
Woggles Unisex Wayfarer Sunglasses,Woggles,Accessories,475,1919,75,4.3,541,,https://www.myntra.com/sunglasses/woggles/woggles-unisex-wayfarer-sunglasses-with-polarised-lens/29649750/buy,myntra
RUGGINE Unisex Sunglasses,RUGGINE,Accessories,800,2499,68,0,0,,https://www.myntra.com/sunglasses/ruggine/ruggine-unisex-black-lens--black-aviator-sunglasses-with/41948771/buy,myntra
Voyage Women Cateye Sunglasses,Voyage,Accessories,799,3000,73,4.5,64,,https://www.myntra.com/sunglasses/voyage/voyage-women-black--brown-lens-brown-frame-cateye-sunglasses-2608mg7111/35237085/buy,myntra
Eyedens Unisex Square Sunglasses,Eyedens,Accessories,417,1999,79,4.1,79,,https://www.myntra.com/sunglasses/eyedens/eyedens-unisex-uv-protected-square-sunglasses-squaresilvery-bludeta35/35154825/buy,myntra
HRX by Hrithik Roshan Unisex Square Sunglasses,HRX by Hrithik Roshan,Accessories,795,2650,70,0,0,,https://www.myntra.com/sunglasses/hrx+by+hrithik+roshan/hrx-by-hrithik-roshan-unisex-orange-lens--square-sunglasses-with-with-uv-protected-lens/41532896/buy,myntra
StyleCast x Revolte Men Square Sunglasses,StyleCast x Revolte,Accessories,719,1599,55,0,0,,https://www.myntra.com/sunglasses/stylecast+x+revolte/stylecast-x-revolte-men-uv-protected-square-sunglasses/34570957/buy,myntra
Artrue Unisex Sunglasses,Artrue,Accessories,319,1599,80,4.4,133,,https://www.myntra.com/sunglasses/artrue/artrue-unisex-black-lens--silver-toned-aviator-sunglasses-with/39389380/buy,myntra
Voyage Sunglasses-UV Protected Lens,Voyage,Accessories,720,3000,76,4.4,356,,https://www.myntra.com/sunglasses/voyage/voyage-wayfarer-sunglasses-with-uv-protected-lens-86575mg3913/21299952/buy,myntra
Voyage Women UV Protected Sunglasses,Voyage,Accessories,780,3000,74,4.5,459,,https://www.myntra.com/sunglasses/voyage/voyage-women-cateye-uv-protected-sunglasses-/24054998/buy,myntra
Mast & Harbour PU Structured Tote Bag,Mast & Harbour,Accessories,699,3499,80,4.5,2600,"https://assets.myntassets.com/f_auto,dpr_1.0,q_85,w_720,c_limit,fl_progressive/assets/images/2026/JANUARY/10/48MUMDWZ_459e87bea1c04782bf35261803cb5372.jpg",https://www.myntra.com/handbags/mast+%26+harbour/mast--harbour-pu-structured-tote-bag/39290664/buy,myntra
Exotic Hobo Bag,Exotic,Accessories,1079,2999,64,0,0,"https://assets.myntassets.com/f_auto,dpr_1.0,q_85,w_720,c_limit,fl_progressive/assets/images/2026/APRIL/28/UQ88dA4l_e687b188968643c597704ecd635fb143.jpg",https://www.myntra.com/handbags/exotic/exotic-textured-hobo-bag/41673667/buy,myntra
Lino Perros Crossbody Bag with Pouch,Lino Perros,Accessories,2117,3995,47,4.6,508,"https://assets.myntassets.com/f_auto,dpr_1.0,q_85,w_720,c_limit,fl_progressive/assets/images/30113678/2025/2/17/29c6172c-0f70-4c0d-ab3d-58cc621cdcfd1739781771579-Lino-Perros-Crossbody-Bag-with-Pouch-2031739781771495-16.jpg",https://www.myntra.com/handbags/lino+perros/lino-perros-crossbody-bag-with-pouch/30113678/buy,myntra
Lino Perros Women Structured Sling Bag,Lino Perros,Accessories,1646,2495,34,4.7,2200,"https://assets.myntassets.com/f_auto,dpr_1.0,q_85,w_720,c_limit,fl_progressive/assets/images/2026/FEBRUARY/16/852spWqZ_30f5bac30fe84eb7b10131ae0a894476.jpg",https://www.myntra.com/handbags/lino+perros/lino-perros-women-colourblocked-structured-sling-bag/32635011/buy,myntra
LEGAL BRIBE Ethnic Motifs PU Structured Tote Bag,LEGAL BRIBE,Accessories,598,2580,77,4.6,152,"https://assets.myntassets.com/f_auto,dpr_1.0,q_85,w_720,c_limit,fl_progressive/assets/images/2026/FEBRUARY/25/07nX01xC_71ce8ecfbd3e4289937ff4468ce69da7.jpg",https://www.myntra.com/handbags/legal+bribe/legal-bribe-ethnic-motifs-printed-pu-structured-tote-bag/39001036/buy,myntra
