name,brand,category,price_inr,original_price_inr,discount_percent,rating,total_reviews,image_url,myntra_url,platform
RUFF Colourblocked Denim Jacket with Patchwork,RUFF,Clothing,1294,1299,5,0,0,,https://www.myntra.com/jackets/ruff/ruff-boys-colourblocked-denim-jacket-with-patchwork/41636052/buy,myntra
THE BEAR HOUSE Lightweight Outdoor Bomber Jacket,THE BEAR HOUSE,Clothing,1999,2499,20,4.6,18,,https://www.myntra.com/jackets/the+bear+house/the-bear-house-men-lightweight-outdoor-bomber-jacket/38826329/buy,myntra
YK Girls Hooded Sherpa Jacket,YK,Clothing,1352,3299,59,4.1,179,,https://www.myntra.com/jackets/yk/yk-girls-hooded-self-design-sherpa-jacket/36039150/buy,myntra
House of Pataudi Men Designer Nehru Jacket,House of Pataudi,Clothing,1999,4999,60,4.6,69,,https://www.myntra.com/nehru-jackets/house+of+pataudi/house-of-pataudi-woven-design-woven-nehru-jackets/39671830/buy,myntra
Chemistry Knitted and Woven Jacket,Chemistry,Clothing,999,3999,75,0,0,,https://www.myntra.com/jackets/chemistry/chemistry-women-puffer-jacket/41431504/buy,myntra
VASTRAMAY Men Plus Size Nehru Jacket,VASTRAMAY,Clothing,1469,4199,65,4.3,629,,https://www.myntra.com/nehru-jackets/vastramay/vastramay-men-plus-size-navy-blue-solid-woven-nehru-jacket/15573408/buy,myntra
all about you Crop Open Front Jacket with Embroidered,all about you,Clothing,992,1999,50,0,0,,https://www.myntra.com/jackets/all+about+you/all-about-you-women-crop-open-front-jacket-with-embroidered/41686234/buy,myntra
BLUE TYGA Sunscreen Jacket with UPF50,BLUE TYGA,Clothing,999,1999,50,4.3,548,,https://www.myntra.com/jackets/blue+tyga/blue-tyga-men-ultimate-sun-protection-sunscreen-jacket-/28506232/buy,myntra
StyleCast Men Tailored Jacket,StyleCast,Clothing,1462,3849,62,3.7,3800,,https://www.myntra.com/jackets/stylecast/stylecast-men-regular-fit-tailored-jacket/31014875/buy,myntra
KiddoPanti Boys Denim Jacket with Badge,KiddoPanti,Clothing,965,1699,43,4.5,521,,https://www.myntra.com/jackets/kiddopanti/kiddopanti-boys-blue-washed-crop-denim-jacket-with-badge-/25409956/buy,myntra
GAP Men Mock Neck Puffer Jacket,GAP,Clothing,1999,3999,50,0,0,,https://www.myntra.com/jackets/gap/gap-men-mock-neck-puffer-jacket/37670510/buy,myntra
Pepe Jeans Boys Solid Puffer Jacket,Pepe Jeans,Clothing,1599,3999,60,4.3,53,,https://www.myntra.com/jackets/pepe+jeans/pepe-jeans-boys-mock-collar-solid-casual-puffer-jacket/31445217/buy,myntra
COLOR CAPITAL Lightweight Antimicrobial Training or Gym Sporty Jacket,COLOR CAPITAL,Clothing,767,890,14,4.5,3900,,https://www.myntra.com/jackets/color+capital/color-capital-women-lightweight-antimicrobial-training-or-gym-sporty-jacket/37830876/buy,myntra
StyleCast x Revolte Leather Jacket,StyleCast x Revolte,Clothing,1799,3599,50,4.9,7,,https://www.myntra.com/jackets/stylecast+x+revolte/stylecast-x-revolte-girls-leather-jacket/37572123/buy,myntra
SOJANYA Brocade Nehru Jacket,SOJANYA,Clothing,1499,5996,75,3.7,184,,https://www.myntra.com/nehru-jackets/sojanya/sojanya-embroidered-brocade-nehru-jacket/32961542/buy,myntra
BLUE TYGA Sunscreen Jacket with UPF50,BLUE TYGA,Clothing,999,1999,50,4.4,701,,https://www.myntra.com/jackets/blue+tyga/blue-tyga-men-ultimate-sun-protection-sunscreen-jacket-/28506230/buy,myntra
House of Pataudi Woven Design Nehru Jackets,House of Pataudi,Clothing,1900,4999,62,4.2,308,,https://www.myntra.com/nehru-jackets/house+of+pataudi/house-of-pataudi-woven-design-mandarin-collar-nehru-jackets/27928836/buy,myntra
BLUE TYGA Sunscreen Jacket with UPF50,BLUE TYGA,Clothing,999,1999,50,4.4,2200,,https://www.myntra.com/jackets/blue+tyga/blue-tyga-sunscreen-jacket-with-upf50/27863838/buy,myntra
Jompers Embroidered Nehru Jacket,Jompers,Clothing,1386,3999,65,4.5,338,,https://www.myntra.com/nehru-jackets/jompers/jompers-floral-embroidered-nehru-jacket/35847846/buy,myntra
BLUE TYGA Solid Hooded Sunscreen Jacket,BLUE TYGA,Clothing,1299,2999,57,4.5,1300,,https://www.myntra.com/jackets/blue+tyga/blue-tyga-women-hooded-solid-antimicrobial-sunscreen-upf-50-jacket-2o/30002195/buy,myntra
GAP Girls Lightly Washed Jacket,GAP,Clothing,1312,2624,50,4.8,17,,https://www.myntra.com/jackets/gap/gap-girls-lightly-washed-relaxed-fit-denim-jacket/34806465/buy,myntra
BLUE TYGA Sunscreen Jacket2.0 with UPF50,BLUE TYGA,Clothing,1299,2999,57,4.4,485,,https://www.myntra.com/jackets/blue+tyga/blue-tyga-sunscreen-jacket-20-with-upf-50/29413458/buy,myntra
KISAH Men Nehru Jacket,KISAH,Clothing,1999,4899,59,4.2,72,,https://www.myntra.com/nehru-jackets/kisah/kisah-men-ethnic-motifs-mandarin-collar-woven-design-nehru-jacket/31404083/buy,myntra
Sangria Woven Design Nehru Jackets,Sangria,Clothing,1612,6799,76,4.4,77,,https://www.myntra.com/nehru-jackets/sangria/sangria-woven-design-winter-pashmina-nehru-jackets-/31863827/buy,myntra
GAP Spread Collar Denim Jacket,GAP,Clothing,1599,3999,60,4.3,16,,https://www.myntra.com/jackets/gap/gap-spread-collar-denim-jacket/34833943/buy,myntra
Puma Girls Cotton Bomber Jacket,Puma,Clothing,1843,3686,50,0,0,,https://www.myntra.com/jackets/puma/puma-girls-mandarin-collar-colourblocked-bomber-jacket/37312029/buy,myntra
Jompers Printed Nehru Jacket,Jompers,Clothing,906,2499,64,0,0,,https://www.myntra.com/nehru-jackets/jompers/jompers-printed-satin-nehru-jackets/41830251/buy,myntra
BLUE TYGA Men Sunscreen Jacket Ice Pro,BLUE TYGA,Clothing,1599,3999,60,4.3,83,,https://www.myntra.com/jackets/blue+tyga/blue-tyga-men-sunscreen-jacket-ice-pro/34153056/buy,myntra
Jompers Embroidered Nehru Jacket,Jompers,Clothing,1386,3999,65,4.5,340,,https://www.myntra.com/nehru-jackets/jompers/jompers-embroidered-nehru-jacket/35847851/buy,myntra
BLUE TYGA Men Sunscreen Jacket Ice Pro,BLUE TYGA,Clothing,1599,3999,60,4.3,103,,https://www.myntra.com/jackets/blue+tyga/blue-tyga-men-sunscreen-jacket-ice-pro/34153061/buy,myntra
INCLUD Boys Hooded Tailored Jacket,INCLUD,Clothing,1439,1999,28,4.6,677,,https://www.myntra.com/jackets/includ/includ-boys-hooded-lightweight-corduroy-cotton-tailored-jacket/26700650/buy,myntra
Jompers Velvet Nehru Jacket,Jompers,Clothing,1391,4999,72,0,0,,https://www.myntra.com/nehru-jackets/jompers/jompers-printed-satin-nehru-jackets/41830252/buy,myntra
GAP Girls Printed Quilted Jacket,GAP,Clothing,1649,3299,50,0,0,,https://www.myntra.com/jackets/gap/gap-girls-hooded-conversational-printed-quilted-jacket/37670566/buy,myntra
Metro Men Textured Horsebit Loafers,Metro,Shoes,1748,2690,35,4.4,1500,"https://assets.myntassets.com/f_auto,dpr_1.0,q_85,w_720,c_limit,fl_progressive/assets/images/24558200/2023/11/27/602c927b-8466-4f21-931d-a7dc38ba23aa1701084154698-Metro-Men-Textured-Comfort-Insole-Horsebit-Loafers-731170108-1.jpg",https://www.myntra.com/casual-shoes/metro/metro-men-textured-comfort-insole-horsebit-loafers/24558200/buy,myntra
Campus Men Sneakers,Campus,Shoes,1799,2999,40,5,28,"https://assets.myntassets.com/f_auto,dpr_1.0,q_85,w_720,c_limit,fl_progressive/assets/images/2026/APRIL/23/94hTzbZW_a7b6f657c87047df916b41e06cfc414a.jpg",https://www.myntra.com/casual-shoes/campus/campus-men-colourblocked-sneakers/41555050/buy,myntra
HRX by Hrithik Roshan Unisex Back To School Shoes,HRX by Hrithik Roshan,Shoes,999,3699,73,4.3,2800,"https://assets.myntassets.com/f_auto,dpr_1.0,q_85,w_720,c_limit,fl_progressive/assets/images/29553912/2024/5/17/5f90bc0f-c248-4bff-8a88-54128a77c4a61715927218769HRXbyHrithikRoshanUnisexTexturedSneakers1.jpg",https://www.myntra.com/casual-shoes/hrx+by+hrithik+roshan/hrx-by-hrithik-roshan-unisex-back-to-school-shoes/29553912/buy,myntra
HOOH Now Comfort in Fashion Girls Elsa Printed Sneakers,HOOH Now Comfort in Fashion,Shoes,462,1299,64,4.5,495,"https://assets.myntassets.com/f_auto,dpr_1.0,q_85,w_720,c_limit,fl_progressive/assets/images/2026/JANUARY/7/jIFPdBzF_45b63f3445834bd7aedb40afe384c710.jpg",https://www.myntra.com/casual-shoes/hooh+now+comfort+in+fashion/hooh-now-comfort-in-fashion-girls-elsa-printed-sneakers/39233033/buy,myntra
Metro Men Leather Loafers,Metro,Shoes,1618,2490,35,4.2,3100,"https://assets.myntassets.com/f_auto,dpr_1.0,q_85,w_720,c_limit,fl_progressive/assets/images/18629610/2023/11/27/d394dfba-5579-4eb0-8746-c2cdccd763831701075302576-Metro-Men-Black-Leather-Loafers-4111701075302483-6.jpg",https://www.myntra.com/casual-shoes/metro/metro-men-black-leather-loafers/18629610/buy,myntra
HOOH Now Comfort in Fashion Girls Elsa Printed Sneakers,HOOH Now Comfort in Fashion,Shoes,418,1299,68,4.3,659,"https://assets.myntassets.com/f_auto,dpr_1.0,q_85,w_720,c_limit,fl_progressive/assets/images/2025/DECEMBER/31/9W0kwH81_583358387a0445588a5c6acbc9ef5439.jpg",https://www.myntra.com/casual-shoes/hooh+now+comfort+in+fashion/hooh-now-comfort-in-fashion-girls-elsa-printed-sneakers/39078571/buy,myntra
Balansole Originals Men Sneakers,Balansole Originals,Shoes,908,1999,55,0,0,"https://assets.myntassets.com/f_auto,dpr_1.0,q_85,w_720,c_limit,fl_progressive/assets/images/2026/MAY/6/z8HvhUhN_cf9c21db8ca241c486c6bdcfbf592ca1.jpg",https://www.myntra.com/casual-shoes/balansole+originals/balansole-originals-men-sneakers/41883283/buy,myntra
Metro Men Leather Loafers,Metro,Shoes,1614,2690,40,4.2,264,"https://assets.myntassets.com/f_auto,dpr_1.0,q_85,w_720,c_limit,fl_progressive/assets/images/17225748/2023/11/27/e329ed70-76b5-4aa8-9fed-d05cd86303f11701072775727-Metro-Men-Brown-Textured-Leather-Slip-On-Loafers-99717010727-6.jpg",https://www.myntra.com/casual-shoes/metro/metro-men-brown-textured-leather-slip-on-loafers/17225748/buy,myntra
max Boys PU Slip-On Sneakers,max,Shoes,349,399,13,4.4,1500,"https://assets.myntassets.com/f_auto,dpr_1.0,q_85,w_720,c_limit,fl_progressive/assets/images/2025/APRIL/16/VA2jNcQ0_87b4d0308e0349c9a5039fa6f92a8d21.jpg",https://www.myntra.com/casual-shoes/max/max-boys-colourblocked-pu-slip-on-sneakers/33621015/buy,myntra
HOOH Now Comfort in Fashion Girls Frozen Printed Sneakers,HOOH Now Comfort in Fashion,Shoes,418,1299,68,4.3,657,"https://assets.myntassets.com/f_auto,dpr_1.0,q_85,w_720,c_limit,fl_progressive/assets/images/2025/DECEMBER/31/Mn4y7BRW_05744ed49b464066a7b46b710f2c4a38.jpg",https://www.myntra.com/casual-shoes/hooh+now+comfort+in+fashion/hooh-now-comfort-in-fashion-girls-frozen-printed-sneakers/39078573/buy,myntra
Metro Men Textured Horsebit Loafers,Metro,Shoes,1748,2690,35,4.4,1500,"https://assets.myntassets.com/f_auto,dpr_1.0,q_85,w_720,c_limit,fl_progressive/assets/images/24558206/2023/11/27/aae41183-bba4-4732-b778-ec2bf541cfe41701084180541-Metro-Men-Textured-Horsebit-Loafers-9571701084180241-1.jpg",https://www.myntra.com/casual-shoes/metro/metro-men-textured-horsebit-loafers/24558206/buy,myntra
HOOH Now Comfort in Fashion Unisex Kids Printed Sneakers,HOOH Now Comfort in Fashion,Shoes,459,1299,65,4.4,309,,https://www.myntra.com/casual-shoes/hooh+now+comfort+in+fashion/hooh-now-comfort-in-fashion-unisex-kids-printed-sneakers/40798374/buy,myntra
BIRDE Woven Design Shoes,BIRDE,Shoes,462,999,54,4.3,794,,https://www.myntra.com/casual-shoes/birde/birde-boys-slip-on-woven-design-flyknit-shoes/32158013/buy,myntra
Clarks Women Printed Leather Loafers,Clarks,Shoes,2199,5499,60,4,6,,https://www.myntra.com/casual-shoes/clarks/clarks-women-brown-leopard-printed-leather-loafers/19538480/buy,myntra
Shozie Girls Colourblocked Sneakers,Shozie,Shoes,489,999,51,4.1,665,,https://www.myntra.com/casual-shoes/shozie/shozie-girls-colourblocked-sneakers/38265784/buy,myntra
Red Tape Casual Shoes,Red Tape,Shoes,975,6499,85,4.6,497,,https://www.myntra.com/casual-shoes/red+tape/red-tape-men-sneakers/40394340/buy,myntra
toothless Girls' Pink Casual Shoes,toothless,Shoes,1091,2599,58,4.3,363,,https://www.myntra.com/casual-shoes/toothless/toothless-girls-pink-shimmer-upper-flexible-speckled-sole-daily-comfort-casual-wear-shoes/40527066/buy,myntra
max Girls Printed Sneakers,max,Shoes,349,399,13,4.4,1900,,https://www.myntra.com/casual-shoes/max/max-girls-printed-sneakers/33272591/buy,myntra
HOOH Now Comfort in Fashion Unisex Kids Printed Sneakers,HOOH Now Comfort in Fashion,Shoes,495,1299,62,3.9,181,,https://www.myntra.com/casual-shoes/hooh+now+comfort+in+fashion/hooh-now-comfort-in-fashion-unisex-kids-printed-sneakers/40432971/buy,myntra
U.S. Polo Assn. Men Textured Loafers,U.S. Polo Assn.,Shoes,1427,3399,58,4.4,2200,,https://www.myntra.com/casual-shoes/u.s.+polo+assn./us-polo-assn-men-textured-loafers/36312616/buy,myntra
HOOH Now Comfort in Fashion Girls Disney Princess Printed Sneakers,HOOH Now Comfort in Fashion,Shoes,418,1299,68,4.3,637,,https://www.myntra.com/casual-shoes/hooh+now+comfort+in+fashion/hooh-now-comfort-in-fashion-girls-disney-princess-printed-sneakers/39078572/buy,myntra
Skechers Women SUMMITS Sneakers,Skechers,Shoes,2794,4299,35,4.6,4200,,https://www.myntra.com/casual-shoes/skechers/skechers-women-summits-sneakers/33026263/buy,myntra
Skechers SUMMITS Sneakers,Skechers,Shoes,2794,4299,35,4.6,4200,,https://www.myntra.com/casual-shoes/skechers/skechers-women-summits-sneakers/33026323/buy,myntra
Red Tape Women PU Sneakers,Red Tape,Shoes,1097,6099,82,4.6,1900,,https://www.myntra.com/casual-shoes/red+tape/red-tape-women-sneakers/33276700/buy,myntra
Kids Ville Boys Spiderman Printed Shoes,Kids Ville,Shoes,899,1499,40,4.7,49,,https://www.myntra.com/casual-shoes/kids+ville/kids-ville-boys-spiderman-printed-casual-shoes/36957290/buy,myntra
Puma Carina Slim Perf Women Sneaker,Puma,Shoes,2024,4499,55,4.3,13900,,https://www.myntra.com/casual-shoes/puma/puma-carina-slim-perf-womens-sneakers/39314756/buy,myntra
HOOH Now Comfort in Fashion Girls Frozen Textured Sneakers,HOOH Now Comfort in Fashion,Shoes,462,1299,64,4.5,493,,https://www.myntra.com/casual-shoes/hooh+now+comfort+in+fashion/hooh-now-comfort-in-fashion-girls-frozen-textured-sneakers/39233034/buy,myntra
Puma Men Colourblocked IDP Sneakers,Puma,Shoes,2249,4499,50,4.3,94000,,https://www.myntra.com/casual-shoes/puma/puma-men-white--black-colourblocked-idp-sneakers/17350726/buy,myntra
HRX by Hrithik Roshan Unisex Sneakers,HRX by Hrithik Roshan,Shoes,999,3399,71,4.4,480,,https://www.myntra.com/casual-shoes/hrx+by+hrithik+roshan/hrx-by-hrithik-roshan-unisex-laser-cuts-sneakers/32669943/buy,myntra
ASIAN Boys Colourblocked Sneakers,ASIAN,Shoes,733,1299,44,4.3,1100,,https://www.myntra.com/casual-shoes/asian/asian-boys-tarzan-04-colourblocked-memory-foam-insole-sneakers/26056242/buy,myntra
U.S. Polo Assn. Men Sneakers,U.S. Polo Assn.,Shoes,1727,3599,52,4.5,2400,,https://www.myntra.com/casual-shoes/u.s.+polo+assn./us-polo-assn-men-solid-regular-sneakers/34251019/buy,myntra
Crazyly Boys Colourblocked Sneakers,Crazyly,Shoes,438,1799,76,4.5,4400,,https://www.myntra.com/casual-shoes/crazyly/crazyly-boys-colourblocked-sneakers-with-velcro/34980422/buy,myntra
MONKSTORY Men Leather Sneakers,MONKSTORY,Shoes,1764,3690,52,3.6,23,,https://www.myntra.com/casual-shoes/monkstory/monkstory-men-leather-sneakers/33242236/buy,myntra
HOOH Now Comfort in Fashion Unisex Kids Printed Sneakers,HOOH Now Comfort in Fashion,Shoes,495,1299,62,4,184,,https://www.myntra.com/casual-shoes/hooh+now+comfort+in+fashion/hooh-now-comfort-in-fashion-unisex-kids-printed-sneakers/40432970/buy,myntra
Shozie Boys Colourblocked Sneakers,Shozie,Shoes,494,999,51,4,25,,https://www.myntra.com/casual-shoes/shozie/shozie-boys-colourblocked-sneakers/40210134/buy,myntra
Skechers Women SUMMITS Sneakers,Skechers,Shoes,2536,4299,41,4.6,4200,,https://www.myntra.com/casual-shoes/skechers/skechers-women-summits-sneakers/34821565/buy,myntra
Crazyly Girls Colourblocked Sneakers,Crazyly,Shoes,438,1799,76,4.5,4400,,https://www.myntra.com/casual-shoes/crazyly/crazyly-lacoset-girls-colourblocked-velcro-sneakers/35215287/buy,myntra
Puma Women Comfort Casual Sneaker,Puma,Shoes,1799,4499,60,4.4,17200,,https://www.myntra.com/casual-shoes/puma/puma-smashic-women-comfort-casual-sneakers/21766804/buy,myntra
Metro Men Leather Loafers,Metro,Shoes,1618,2490,35,4.2,3100,,https://www.myntra.com/casual-shoes/metro/metro-men-navy-blue-leather-loafers/16627924/buy,myntra
Fame Forever by Lifestyle Girls Colourblocked Sneakers,Fame Forever by Lifestyle,Shoes,959,1599,40,4.5,21,,https://www.myntra.com/casual-shoes/fame+forever+by+lifestyle/fame-forever-by-lifestyle-girls-colourblocked-sneakers/37656629/buy,myntra
U.S. Polo Assn. Men Textured Sneakers,U.S. Polo Assn.,Shoes,1399,3499,60,4.4,12900,,https://www.myntra.com/casual-shoes/u.s.+polo+assn./us-polo-assn-men-textured-sneakers/34782496/buy,myntra
Crazyly Boys Colourblocked Sneakers,Crazyly,Shoes,438,2199,80,4.4,138,,https://www.myntra.com/casual-shoes/crazyly/crazyly-boys-colourblocked-sneakers/39696362/buy,myntra
U.S. Polo Assn. Men Round Toe Sneakers,U.S. Polo Assn.,Shoes,1319,3299,60,4.4,11100,,https://www.myntra.com/casual-shoes/u.s.+polo+assn./us-polo-assn-men-round-toe-sneakers/34782499/buy,myntra
Red Tape Women Colourblocked Sneakers,Red Tape,Shoes,1241,6899,82,4.6,4400,,https://www.myntra.com/casual-shoes/red+tape/red-tape-women-colourblocked-sneakers/34215715/buy,myntra
Fame Forever by Lifestyle Girls Textured Sneakers,Fame Forever by Lifestyle,Shoes,959,1599,40,4.5,30,,https://www.myntra.com/casual-shoes/fame+forever+by+lifestyle/fame-forever-by-lifestyle-girls-round-toe-textured-sneakers/37566591/buy,myntra
Styli Faux Leather Driving Shoes,Styli,Shoes,799,1299,38,0,0,,https://www.myntra.com/casual-shoes/styli/styli-men-brown-faux-leather-driving-shoes/40504642/buy,myntra
Skechers Women ELEVATE-COVENTINA Shoes,Skechers,Shoes,4346,6299,31,4.6,495,"https://assets.myntassets.com/f_auto,dpr_1.0,q_85,w_720,c_limit,fl_progressive/assets/images/2025/DECEMBER/2/vMf8JcUj_1bc79462e80f4f65922c160b14274786.jpg",https://www.myntra.com/sports-shoes/skechers/skechers-women-go-run-elevate-coventina-shoes/37744199/buy,myntra
Skechers Men Go Run Consistent Shoes,Skechers,Shoes,3849,5499,30,4.5,12600,"https://assets.myntassets.com/f_auto,dpr_1.0,q_85,w_720,c_limit,fl_progressive/assets/images/25921930/2023/12/26/370d28b2-9c41-4835-8c39-698e46ac1b541703577789788-Skechers-Men-Sports-Shoes-3621703577789563-1.jpg",https://www.myntra.com/sports-shoes/skechers/skechers-men-textured-go-run-consistent-running--training-shoes/25921930/buy,myntra
HRX by Hrithik Roshan Unisex Running Shoes,HRX by Hrithik Roshan,Shoes,1116,2999,63,4.3,4700,"https://assets.myntassets.com/f_auto,dpr_1.0,q_85,w_720,c_limit,fl_progressive/assets/images/32085907/2024/12/25/af794381-a454-4a0c-bb4d-3646c42928301735143929280UnisexComfortableRunningShoes1.jpg",https://www.myntra.com/sports-shoes/hrx+by+hrithik+roshan/hrx-by-hrithik-roshan-unisex-mesh-running-non-marking-shoes/32085907/buy,myntra
SG Unisex Cricket Shoes,SG,Shoes,595,839,29,4.3,476,"https://assets.myntassets.com/f_auto,dpr_1.0,q_85,w_720,c_limit,fl_progressive/assets/images/33886957/2025/8/2/1bdc43c6-7aa0-4f11-923e-74852e7fdea11754124925498-SG-SAVAGE-STUD-Unisex-Cricket-Shoes-9261754124925257-1.jpg",https://www.myntra.com/sports-shoes/sg/sg-savage-stud-unisex-cricket-shoes/33886957/buy,myntra
Campus Men Running Shoes,Campus,Shoes,1299,2099,38,4.6,12,"https://assets.myntassets.com/f_auto,dpr_1.0,q_85,w_720,c_limit,fl_progressive/assets/images/2026/APRIL/23/L1SvtDXT_6efdd1404a4e4e2880dfc8ed6ff0c1a7.jpg",https://www.myntra.com/sports-shoes/campus/campus-men-mesh-running-non-marking-shoes/41555306/buy,myntra
HRX by Hrithik Roshan Women Running Shoes,HRX by Hrithik Roshan,Shoes,1699,6699,75,4.6,161,"https://assets.myntassets.com/f_auto,dpr_1.0,q_85,w_720,c_limit,fl_progressive/assets/images/2026/APRIL/2/b57eK89p_ef081b2b1fe24f01a2259bea4050e4f6.jpg",https://www.myntra.com/sports-shoes/hrx+by+hrithik+roshan/hrx-by-hrithik-roshan-women-mesh-training-or-gym-non-marking-shoes/40138771/buy,myntra
ADIDAS Kids TREND 1.0 C Walking Shoes,ADIDAS,Shoes,1724,2299,25,4.7,89,"https://assets.myntassets.com/f_auto,dpr_1.0,q_85,w_720,c_limit,fl_progressive/assets/images/2026/FEBRUARY/16/HwWXtvvM_37f151a35eb34c01aec6c3e3ce596aa6.jpg",https://www.myntra.com/sports-shoes/adidas/adidas-kids-trend-10-c-walking-shoes/38747070/buy,myntra
CULT Women Sports Shoes,CULT,Shoes,1899,2629,28,4.6,271,"https://assets.myntassets.com/f_auto,dpr_1.0,q_85,w_720,c_limit,fl_progressive/assets/images/2025/OCTOBER/7/kDjDhrWq_85cc9ec60509d4dc0839a456acbb72eba.jpg",https://www.myntra.com/sports-shoes/cult/cult-women-glide-walk-walking-shoes---black/35237753/buy,myntra
Puma Badminton Smash Sprint Shoes,Puma,Shoes,1899,4999,62,4.4,8600,"https://assets.myntassets.com/f_auto,dpr_1.0,q_85,w_720,c_limit,fl_progressive/assets/images/2025/SEPTEMBER/26/98zY8Gnf_1b6bf6acc3da42e38d9fa43fb1a32dcd.jpg",https://www.myntra.com/sports-shoes/puma/puma-badminton-smash-sprint-indoor-sports-shoes/36461836/buy,myntra
HRX by Hrithik Roshan Unisex Running Shoes,HRX by Hrithik Roshan,Shoes,1116,2999,63,4.3,4700,"https://assets.myntassets.com/f_auto,dpr_1.0,q_85,w_720,c_limit,fl_progressive/assets/images/32085906/2024/12/25/c61e92aa-9d16-4fd7-8cad-c100cf3560351735143905559UnisexComfortableRunningShoes1.jpg",https://www.myntra.com/sports-shoes/hrx+by+hrithik+roshan/hrx-by-hrithik-roshan-unisex-colourblocked-running-non-marking-shoes/32085906/buy,myntra
FCUK Men Walking Shoes,FCUK,Shoes,835,3799,78,4.3,234,"https://assets.myntassets.com/f_auto,dpr_1.0,q_85,w_720,c_limit,fl_progressive/assets/images/2025/MARCH/6/0irthd5j_c95c2dca18ca413782df76d6261dd212.jpg",https://www.myntra.com/sports-shoes/fcuk/fcuk-men-walking-shoes/31543285/buy,myntra
Puma Badminton Smash Sprint Shoes,Puma,Shoes,1999,4999,60,4.4,8600,,https://www.myntra.com/sports-shoes/puma/puma-badminton-smash-sprint-indoor-sports-shoes/36461832/buy,myntra
HRX by Hrithik Roshan Men Active Running Shoes,HRX by Hrithik Roshan,Shoes,1699,6999,76,3.9,2000,,https://www.myntra.com/sports-shoes/hrx+by+hrithik+roshan/hrx-by-hrithik-roshan-men-active-running-shoes/35040917/buy,myntra
Reebok Women Adapt-OgBolt Train Shoes,Reebok,Shoes,1919,2999,36,4.3,354,,https://www.myntra.com/sports-shoes/reebok/reebok-women-adapt-og-bolt-training-shoes/37051488/buy,myntra
Skechers Women ARCH FIT - ICONIC Shoes,Skechers,Shoes,5919,7999,26,4.6,224,,https://www.myntra.com/sports-shoes/skechers/skechers-women-go-walk-arch-fit---iconic-shoes/37744344/buy,myntra
ADIDAS Kids ADI TREND 1.0 J Walk Shoe,ADIDAS,Shoes,1724,2299,25,4.6,36,,https://www.myntra.com/sports-shoes/adidas/adidas-kids-adi-trend-10-j-walking-shoes/38747085/buy,myntra
Lotto Women Xwift Knit Running Shoes,Lotto,Shoes,2395,5999,60,4.7,275,,https://www.myntra.com/sports-shoes/lotto/lotto-women-xwift-knit-black-running-shoes/37285762/buy,myntra
Decathlon Women Hiking Sports Shoes,Decathlon,Shoes,3699,4999,26,4.6,608,,https://www.myntra.com/sports-shoes/decathlon/decathlon-quechua---women-blue-grey-nh100-waterproof-hiking-shoes/13177058/buy,myntra
ADIDAS Kids Ambroll 1.0 Walking Shoes,ADIDAS,Shoes,1609,2299,30,4.7,75,,https://www.myntra.com/sports-shoes/adidas/adidas-kids-ambroll-10-walking-shoes/38664947/buy,myntra
Skechers Men GO WALK FLEX Walking Shoes,Skechers,Shoes,4224,6499,35,4.5,692,,https://www.myntra.com/sports-shoes/skechers/skechers-men-go-walk-flex-walking-shoes/32467216/buy,myntra
ADIDAS Kids BRAGO 1.0 J Walking Shoes,ADIDAS,Shoes,1819,2799,35,4.9,8,,https://www.myntra.com/sports-shoes/adidas/adidas-kids-brago-10-j-walking-shoes/38747068/buy,myntra
HRX by Hrithik Roshan Women Running Shoes,HRX by Hrithik Roshan,Shoes,1699,6699,75,4.6,160,,https://www.myntra.com/sports-shoes/hrx+by+hrithik+roshan/hrx-by-hrithik-roshan-women-mesh-running-non-marking-shoes/40138773/buy,myntra
HRX by Hrithik Roshan Sports Shoe For Men,HRX by Hrithik Roshan,Shoes,806,4999,84,0,0,,https://www.myntra.com/sports-shoes/hrx+by+hrithik+roshan/hrx-by-hrithik-roshan-men-textile-running-non-marking-shoes/42075168/buy,myntra
Red Tape Women Trekking Shoes,Red Tape,Shoes,1331,7399,82,4.6,1500,,https://www.myntra.com/sports-shoes/red+tape/red-tape-women-mesh-trekking-shoes/35965913/buy,myntra
HRX by Hrithik Roshan HRX-235 02 Running Shoes,HRX by Hrithik Roshan,Shoes,1116,3999,72,4.2,3000,,https://www.myntra.com/sports-shoes/hrx+by+hrithik+roshan/hrx-by-hrithik-roshan-unisex-mesh-running--shoes/32093863/buy,myntra
HRX by Hrithik Roshan Men Active Running Shoes,HRX by Hrithik Roshan,Shoes,1699,6999,76,3.9,2000,,https://www.myntra.com/sports-shoes/hrx+by+hrithik+roshan/hrx-by-hrithik-roshan-men-active-running-shoes/35040900/buy,myntra
U.S. Polo Assn. Men Round Toe Sneakers,U.S. Polo Assn.,Shoes,3009,4299,30,4.4,525,,https://www.myntra.com/sports-shoes/u.s.+polo+assn./us-polo-assn-men-tregger-30-uspa-sport-sneakers/26721338/buy,myntra
Puma Unisex Running Shoes,Puma,Shoes,2579,5999,57,4.3,1800,,https://www.myntra.com/sports-shoes/puma/puma-rapidrise-high-rebound-running-shoes/36155186/buy,myntra
NIVIA Men Football Shoes,NIVIA,Shoes,764,1019,25,4.5,862,,https://www.myntra.com/sports-shoes/nivia/nivia-men-green-encounter-110-football-shoes/33003290/buy,myntra
